commune,voters,eligible,turnout,district,region
Bratislava-Čunovo,175.0,986.0,17.74,Bratislava,Bratislavský
Bratislava-Devín,281.0,1096.0,25.63,Bratislava,Bratislavský
Bratislava-Devínska Nová Ves,2201.0,14578.0,15.09,Bratislava,Bratislavský
Bratislava-Dúbravka,5578.0,31185.0,17.91,Bratislava,Bratislavský
Bratislava-Jarovce,340.0,1551.0,21.92,Bratislava,Bratislavský
Bratislava-Karlova Ves,6424.0,29588.0,21.72,Bratislava,Bratislavský
Bratislava-Lamač,1521.0,6042.0,25.19,Bratislava,Bratislavský
Bratislava-Nové Mesto,7304.0,34948.0,20.92,Bratislava,Bratislavský
Bratislava-Petržalka,15358.0,99176.0,15.49,Bratislava,Bratislavský
Bratislava-Podunajské Biskupice,2727.0,18868.0,14.51,Bratislava,Bratislavský
Bratislava-Rača,3403.0,18289.0,18.63,Bratislava,Bratislavský
Bratislava-Rusovce,510.0,2792.0,18.26,Bratislava,Bratislavský
Bratislava-Ružinov,12933.0,64743.0,19.98,Bratislava,Bratislavský
Bratislava-Staré Mesto,9061.0,36114.0,25.12,Bratislava,Bratislavský
Bratislava-Vajnory,780.0,4255.0,18.33,Bratislava,Bratislavský
Bratislava-Vrakuňa,2249.0,16937.0,13.3,Bratislava,Bratislavský
Bratislava-Záhorská Bystrica,703.0,3236.0,21.72,Bratislava,Bratislavský
Borinka,120.0,579.0,20.72,Malacky,Bratislavský
Gajary,140.0,2429.0,5.76,Malacky,Bratislavský
Jablonové,91.0,1018.0,8.93,Malacky,Bratislavský
Jakubov,111.0,1307.0,8.56,Malacky,Bratislavský
Kostolište,117.0,1054.0,11.1,Malacky,Bratislavský
Kuchyňa,105.0,1420.0,7.39,Malacky,Bratislavský
Láb,161.0,1279.0,12.58,Malacky,Bratislavský
Lozorno,203.0,2488.0,8.15,Malacky,Bratislavský
Malacky,1669.0,15352.0,10.91,Malacky,Bratislavský
Malé Leváre,72.0,968.0,7.43,Malacky,Bratislavský
Marianka,218.0,1291.0,16.88,Malacky,Bratislavský
Pernek,77.0,713.0,10.79,Malacky,Bratislavský
Plavecké Podhradie,85.0,550.0,15.45,Malacky,Bratislavský
Plavecký Mikuláš,89.0,599.0,14.85,Malacky,Bratislavský
Plavecký Štvrtok,189.0,1906.0,9.91,Malacky,Bratislavský
Rohožník,179.0,2839.0,6.3,Malacky,Bratislavský
Sološnica,117.0,1312.0,8.91,Malacky,Bratislavský
Studienka,119.0,1417.0,8.39,Malacky,Bratislavský
Stupava,1153.0,8073.0,14.28,Malacky,Bratislavský
Suchohrad,71.0,572.0,12.41,Malacky,Bratislavský
Veľké Leváre,215.0,2994.0,7.18,Malacky,Bratislavský
Vysoká pri Morave,197.0,1729.0,11.39,Malacky,Bratislavský
Záhorie (vojenský obvod),16.0,139.0,11.51,Malacky,Bratislavský
Záhorská Ves,100.0,1441.0,6.93,Malacky,Bratislavský
Závod,166.0,2307.0,7.19,Malacky,Bratislavský
Zohor,268.0,2675.0,10.01,Malacky,Bratislavský
Báhoň,207.0,1401.0,14.84,Pezinok,Bratislavský
Budmerice,266.0,1942.0,13.69,Pezinok,Bratislavský
Častá,213.0,1850.0,11.56,Pezinok,Bratislavský
Doľany,107.0,873.0,12.25,Pezinok,Bratislavský
Dubová,115.0,836.0,13.75,Pezinok,Bratislavský
Jablonec,88.0,747.0,11.78,Pezinok,Bratislavský
Limbach,226.0,1407.0,16.06,Pezinok,Bratislavský
Modra,1159.0,7582.0,15.31,Pezinok,Bratislavský
Pezinok,2847.0,19316.0,14.75,Pezinok,Bratislavský
Píla,58.0,296.0,19.59,Pezinok,Bratislavský
Šenkvice,482.0,3868.0,12.48,Pezinok,Bratislavský
Slovenský Grob,253.0,2089.0,12.11,Pezinok,Bratislavský
Štefanová,33.0,293.0,11.26,Pezinok,Bratislavský
Svätý Jur,725.0,4487.0,16.18,Pezinok,Bratislavský
Viničné,233.0,1802.0,12.93,Pezinok,Bratislavský
Vinosady,139.0,1009.0,13.77,Pezinok,Bratislavský
Vištuk,118.0,1114.0,10.59,Pezinok,Bratislavský
Bernolákovo,753.0,4826.0,15.6,Senec,Bratislavský
Blatné,204.0,1348.0,15.28,Senec,Bratislavský
Boldog,95.0,379.0,25.06,Senec,Bratislavský
Čataj,160.0,940.0,17.02,Senec,Bratislavský
Chorvátsky Grob,643.0,3570.0,18.03,Senec,Bratislavský
Dunajská Lužná,745.0,4057.0,18.38,Senec,Bratislavský
Hamuliakovo,192.0,1378.0,13.93,Senec,Bratislavský
Hrubá Borša,72.0,451.0,16.18,Senec,Bratislavský
Hrubý Šúr,124.0,647.0,19.16,Senec,Bratislavský
Hurbanova Ves,46.0,237.0,19.4,Senec,Bratislavský
Igram,73.0,450.0,16.22,Senec,Bratislavský
Ivanka pri Dunaji,920.0,4946.0,18.66,Senec,Bratislavský
Kalinkovo,143.0,1030.0,13.88,Senec,Bratislavský
Kaplna,98.0,629.0,15.58,Senec,Bratislavský
Kostolná pri Dunaji,105.0,457.0,22.97,Senec,Bratislavský
Kráľová pri Senci,199.0,1464.0,13.66,Senec,Bratislavský
Malinovo,327.0,1941.0,16.84,Senec,Bratislavský
Miloslavov,379.0,1551.0,24.43,Senec,Bratislavský
Most pri Bratislave,274.0,2076.0,13.19,Senec,Bratislavský
Nová Dedinka,224.0,1841.0,12.16,Senec,Bratislavský
Nový Svet,33.0,71.0,46.47,Senec,Bratislavský
Reca,158.0,1213.0,13.02,Senec,Bratislavský
Rovinka,323.0,2183.0,14.79,Senec,Bratislavský
Senec,1974.0,14307.0,13.83,Senec,Bratislavský
Tomášov,310.0,2045.0,15.2,Senec,Bratislavský
Tureň,145.0,870.0,16.66,Senec,Bratislavský
Veľký Biel,230.0,1937.0,11.92,Senec,Bratislavský
Vlky,90.0,361.0,24.93,Senec,Bratislavský
Zálesie,235.0,1318.0,17.83,Senec,Bratislavský
Báč,104.0,465.0,22.36,Dunajská Streda,Trnavský
Baka,168.0,953.0,17.73,Dunajská Streda,Trnavský
Baloň,95.0,628.0,15.12,Dunajská Streda,Trnavský
Bellova Ves,29.0,213.0,13.61,Dunajská Streda,Trnavský
Blahová,39.0,308.0,12.66,Dunajská Streda,Trnavský
Blatná na Ostrove,95.0,739.0,12.85,Dunajská Streda,Trnavský
Bodíky,41.0,257.0,15.95,Dunajská Streda,Trnavský
Boheľov,50.0,298.0,16.77,Dunajská Streda,Trnavský
Čakany,74.0,486.0,15.22,Dunajská Streda,Trnavský
Čenkovce,191.0,874.0,21.96,Dunajská Streda,Trnavský
Čiližská Radvaň,148.0,990.0,14.94,Dunajská Streda,Trnavský
Dobrohošť,109.0,388.0,28.09,Dunajská Streda,Trnavský
Dolný Bar,90.0,514.0,17.5,Dunajská Streda,Trnavský
Dolný Štál,274.0,1631.0,16.79,Dunajská Streda,Trnavský
Dunajská Streda,2913.0,19132.0,15.27,Dunajská Streda,Trnavský
Dunajský Klátov,50.0,486.0,10.28,Dunajská Streda,Trnavský
Gabčíkovo,551.0,4296.0,12.82,Dunajská Streda,Trnavský
Holice,360.0,1634.0,22.03,Dunajská Streda,Trnavský
Horná Potôň,221.0,1638.0,13.49,Dunajská Streda,Trnavský
Horné Mýto,129.0,805.0,16.02,Dunajská Streda,Trnavský
Horný Bar,184.0,1072.0,17.16,Dunajská Streda,Trnavský
Hubice,83.0,480.0,17.29,Dunajská Streda,Trnavský
Hviezdoslavov,107.0,687.0,15.57,Dunajská Streda,Trnavský
Jahodná,219.0,1259.0,17.39,Dunajská Streda,Trnavský
Janíky,161.0,746.0,21.58,Dunajská Streda,Trnavský
Jurová,81.0,415.0,19.51,Dunajská Streda,Trnavský
Kľúčovec,57.0,314.0,18.15,Dunajská Streda,Trnavský
Kostolné Kračany,259.0,1088.0,23.8,Dunajská Streda,Trnavský
Kráľovičove Kračany,143.0,857.0,16.68,Dunajská Streda,Trnavský
Kútniky,135.0,1122.0,12.03,Dunajská Streda,Trnavský
Kvetoslavov,165.0,866.0,19.05,Dunajská Streda,Trnavský
Kyselica,38.0,127.0,29.92,Dunajská Streda,Trnavský
Lehnice,222.0,2107.0,10.53,Dunajská Streda,Trnavský
Lúč na Ostrove,131.0,632.0,20.72,Dunajská Streda,Trnavský
Macov,36.0,234.0,15.38,Dunajská Streda,Trnavský
Mad,136.0,448.0,30.8,Dunajská Streda,Trnavský
Malé Dvorníky,197.0,888.0,22.18,Dunajská Streda,Trnavský
Medveďov,48.0,464.0,10.34,Dunajská Streda,Trnavský
Michal na Ostrove,120.0,742.0,16.17,Dunajská Streda,Trnavský
Mierovo,103.0,362.0,28.45,Dunajská Streda,Trnavský
Ňárad,130.0,541.0,24.02,Dunajská Streda,Trnavský
Nový Život,290.0,1848.0,15.69,Dunajská Streda,Trnavský
Ohrady,126.0,1031.0,12.22,Dunajská Streda,Trnavský
Okoč,420.0,3135.0,13.39,Dunajská Streda,Trnavský
Oľdza,59.0,358.0,16.48,Dunajská Streda,Trnavský
Orechová Potôň,212.0,1434.0,14.78,Dunajská Streda,Trnavský
Padáň,99.0,733.0,13.64,Dunajská Streda,Trnavský
Pataš,80.0,647.0,12.36,Dunajská Streda,Trnavský
Potônske Lúky,89.0,237.0,37.55,Dunajská Streda,Trnavský
Povoda,105.0,743.0,14.13,Dunajská Streda,Trnavský
Rohovce,189.0,920.0,20.54,Dunajská Streda,Trnavský
Šamorín,1588.0,10826.0,14.68,Dunajská Streda,Trnavský
Sap,96.0,454.0,21.14,Dunajská Streda,Trnavský
Štvrtok na Ostrove,175.0,1447.0,12.09,Dunajská Streda,Trnavský
Topoľníky,372.0,2537.0,14.66,Dunajská Streda,Trnavský
Trhová Hradská,250.0,1836.0,13.61,Dunajská Streda,Trnavský
Trnávka,62.0,395.0,15.69,Dunajská Streda,Trnavský
Trstená na Ostrove,81.0,487.0,16.63,Dunajská Streda,Trnavský
Veľká Paka,86.0,709.0,12.12,Dunajská Streda,Trnavský
Veľké Blahovo,146.0,1202.0,12.14,Dunajská Streda,Trnavský
Veľké Dvorníky,100.0,883.0,11.32,Dunajská Streda,Trnavský
Veľký Meder,766.0,7305.0,10.48,Dunajská Streda,Trnavský
Vieska,102.0,373.0,27.34,Dunajská Streda,Trnavský
Vojka nad Dunajom,83.0,412.0,20.14,Dunajská Streda,Trnavský
Vrakúň,333.0,2197.0,15.15,Dunajská Streda,Trnavský
Vydrany,149.0,1339.0,11.12,Dunajská Streda,Trnavský
Zlaté Klasy,231.0,2730.0,8.46,Dunajská Streda,Trnavský
Abrahám,153.0,908.0,16.85,Galanta,Trnavský
Čierna Voda,361.0,1158.0,31.17,Galanta,Trnavský
Čierny Brod,118.0,1320.0,8.93,Galanta,Trnavský
Dolná Streda,159.0,1189.0,13.37,Galanta,Trnavský
Dolné Saliby,289.0,1638.0,17.64,Galanta,Trnavský
Dolný Chotár,42.0,320.0,13.12,Galanta,Trnavský
Galanta,1570.0,12708.0,12.35,Galanta,Trnavský
Gáň,69.0,602.0,11.46,Galanta,Trnavský
Horné Saliby,339.0,2654.0,12.77,Galanta,Trnavský
Hoste,59.0,401.0,14.71,Galanta,Trnavský
Jánovce,48.0,399.0,12.03,Galanta,Trnavský
Jelka,376.0,3244.0,11.59,Galanta,Trnavský
Kajal,115.0,1243.0,9.25,Galanta,Trnavský
Košúty,152.0,1321.0,11.5,Galanta,Trnavský
Kráľov Brod,151.0,950.0,15.89,Galanta,Trnavský
Malá Mača,69.0,498.0,13.85,Galanta,Trnavský
Matúškovo,307.0,1771.0,17.33,Galanta,Trnavský
Mostová,208.0,1376.0,15.11,Galanta,Trnavský
Pata,178.0,2561.0,6.95,Galanta,Trnavský
Pusté Sady,68.0,495.0,13.73,Galanta,Trnavský
Pusté Úľany,118.0,1388.0,8.5,Galanta,Trnavský
Šalgočka,33.0,370.0,8.91,Galanta,Trnavský
Sereď,1373.0,13919.0,9.87,Galanta,Trnavský
Šintava,210.0,1476.0,14.22,Galanta,Trnavský
Sládkovičovo,475.0,4536.0,10.47,Galanta,Trnavský
Šoporňa,297.0,3422.0,8.67,Galanta,Trnavský
Tomášikovo,169.0,1273.0,13.27,Galanta,Trnavský
Topoľnica,105.0,702.0,14.95,Galanta,Trnavský
Trstice,648.0,3179.0,20.38,Galanta,Trnavský
Váhovce,176.0,1770.0,10.0,Galanta,Trnavský
Veľká Mača,291.0,2191.0,13.28,Galanta,Trnavský
Veľké Úľany,424.0,3653.0,11.63,Galanta,Trnavský
Veľký Grob,87.0,1071.0,8.12,Galanta,Trnavský
Vinohrady nad Váhom,115.0,1329.0,8.65,Galanta,Trnavský
Vozokany,144.0,963.0,14.95,Galanta,Trnavský
Zemianske Sady,61.0,712.0,8.56,Galanta,Trnavský
Banka,212.0,1867.0,11.35,Piešťany,Trnavský
Bašovce,35.0,291.0,12.02,Piešťany,Trnavský
Borovce,85.0,820.0,10.36,Piešťany,Trnavský
Chtelnica,262.0,2186.0,11.98,Piešťany,Trnavský
Dolný Lopašov,89.0,796.0,11.18,Piešťany,Trnavský
Drahovce,204.0,2141.0,9.52,Piešťany,Trnavský
Dubovany,60.0,821.0,7.3,Piešťany,Trnavský
Ducové,30.0,328.0,9.14,Piešťany,Trnavský
Hubina,50.0,431.0,11.6,Piešťany,Trnavský
Kočín-Lančár,53.0,446.0,12.1,Piešťany,Trnavský
Krakovany,128.0,1164.0,10.99,Piešťany,Trnavský
Moravany nad Váhom,211.0,1852.0,11.39,Piešťany,Trnavský
Nižná,45.0,442.0,10.18,Piešťany,Trnavský
Ostrov,99.0,1030.0,9.7,Piešťany,Trnavský
Pečeňady,64.0,440.0,14.54,Piešťany,Trnavský
Piešťany,3849.0,24760.0,15.55,Piešťany,Trnavský
Prašník,61.0,705.0,8.65,Piešťany,Trnavský
Rakovice,46.0,460.0,10.0,Piešťany,Trnavský
Ratnovce,94.0,832.0,11.29,Piešťany,Trnavský
Šípkové,25.0,274.0,9.12,Piešťany,Trnavský
Sokolovce,113.0,1041.0,10.85,Piešťany,Trnavský
Šterusy,44.0,417.0,10.55,Piešťany,Trnavský
Trebatice,76.0,1097.0,6.92,Piešťany,Trnavský
Veľké Kostoľany,186.0,2227.0,8.35,Piešťany,Trnavský
Veľké Orvište,85.0,885.0,9.6,Piešťany,Trnavský
Veselé,67.0,953.0,7.03,Piešťany,Trnavský
Vrbové,607.0,4989.0,12.16,Piešťany,Trnavský
Bílkove Humence,22.0,175.0,12.57,Senica,Trnavský
Borský Mikuláš,222.0,3207.0,6.92,Senica,Trnavský
Borský Svätý Jur,130.0,1306.0,9.95,Senica,Trnavský
Brodské,166.0,1940.0,8.55,Senica,Trnavský
Čáry,59.0,1003.0,5.88,Senica,Trnavský
Častkov,45.0,503.0,8.94,Senica,Trnavský
Cerová,198.0,993.0,20.04,Senica,Trnavský
Chropov,43.0,312.0,13.78,Senica,Trnavský
Dojč,88.0,1015.0,8.66,Senica,Trnavský
Dubovce,111.0,532.0,20.86,Senica,Trnavský
Gbely,444.0,4273.0,10.41,Senica,Trnavský
Hlboké,122.0,782.0,15.6,Senica,Trnavský
Holíč,954.0,9076.0,10.53,Senica,Trnavský
Hradište pod Vrátnom,88.0,550.0,16.0,Senica,Trnavský
Jablonica,199.0,1872.0,10.63,Senica,Trnavský
Kátov,80.0,477.0,16.77,Senica,Trnavský
Kopčany,129.0,2071.0,6.22,Senica,Trnavský
Koválov,56.0,599.0,9.34,Senica,Trnavský
Koválovec,35.0,119.0,29.41,Senica,Trnavský
Kuklov,44.0,631.0,6.97,Senica,Trnavský
Kúty,223.0,3332.0,6.69,Senica,Trnavský
Lakšárska Nová Ves,66.0,866.0,7.62,Senica,Trnavský
Letničie,53.0,413.0,12.83,Senica,Trnavský
Lopašov,51.0,247.0,20.64,Senica,Trnavský
Mokrý Háj,115.0,565.0,20.35,Senica,Trnavský
Moravský Svätý Ján,115.0,1703.0,6.75,Senica,Trnavský
Oreské,74.0,298.0,24.83,Senica,Trnavský
Osuské,60.0,511.0,11.74,Senica,Trnavský
Petrova Ves,94.0,861.0,10.91,Senica,Trnavský
Plavecký Peter,44.0,488.0,9.01,Senica,Trnavský
Podbranč,42.0,535.0,7.85,Senica,Trnavský
Popudinské Močidľany,73.0,724.0,10.08,Senica,Trnavský
Prietrž,78.0,615.0,12.68,Senica,Trnavský
Prietržka,81.0,388.0,20.87,Senica,Trnavský
Prievaly,109.0,807.0,13.5,Senica,Trnavský
Radimov,56.0,463.0,12.09,Senica,Trnavský
Radošovce,130.0,1470.0,8.84,Senica,Trnavský
Rohov,32.0,353.0,9.06,Senica,Trnavský
Rovensko,90.0,336.0,27.08,Senica,Trnavský
Rybky,43.0,363.0,11.84,Senica,Trnavský
Šajdíkove Humence,75.0,902.0,8.31,Senica,Trnavský
Šaštín-Stráže,443.0,4221.0,10.49,Senica,Trnavský
Sekule,100.0,1411.0,7.08,Senica,Trnavský
Senica,1640.0,16741.0,9.79,Senica,Trnavský
Skalica,1607.0,12495.0,12.88,Senica,Trnavský
Smolinské,65.0,765.0,8.49,Senica,Trnavský
Smrdáky,118.0,534.0,22.09,Senica,Trnavský
Sobotište,164.0,1248.0,13.22,Senica,Trnavský
Štefanov,133.0,1302.0,10.21,Senica,Trnavský
Trnovec,59.0,252.0,23.41,Senica,Trnavský
Unín,104.0,982.0,10.59,Senica,Trnavský
Vrádište,64.0,620.0,10.32,Senica,Trnavský
Biely Kostol,156.0,1244.0,12.54,Trnava,Trnavský
Bíňovce,75.0,523.0,14.34,Trnava,Trnavský
Bohdanovce nad Trnavou,116.0,1029.0,11.27,Trnava,Trnavský
Bojničky,79.0,1102.0,7.16,Trnava,Trnavský
Boleráz,178.0,1825.0,9.8,Trnava,Trnavský
Borová,44.0,343.0,12.82,Trnava,Trnavský
Brestovany,190.0,2017.0,9.41,Trnava,Trnavský
Bučany,188.0,1850.0,10.16,Trnava,Trnavský
Buková,37.0,570.0,6.49,Trnava,Trnavský
Červeník,171.0,1303.0,13.12,Trnava,Trnavský
Cífer,393.0,3419.0,11.49,Trnava,Trnavský
Dechtice,185.0,1523.0,12.14,Trnava,Trnavský
Dlhá,49.0,349.0,14.04,Trnava,Trnavský
Dobrá Voda,111.0,673.0,16.49,Trnava,Trnavský
Dolná Krupá,132.0,1886.0,6.99,Trnava,Trnavský
Dolné Dubové,62.0,553.0,11.21,Trnava,Trnavský
Dolné Lovčice,97.0,620.0,15.64,Trnava,Trnavský
Dolné Orešany,118.0,1081.0,10.91,Trnava,Trnavský
Dolné Otrokovce,33.0,286.0,11.53,Trnava,Trnavský
Dolné Trhovište,47.0,520.0,9.03,Trnava,Trnavský
Dolné Zelenice,42.0,478.0,8.78,Trnava,Trnavský
Dvorníky,98.0,1630.0,6.01,Trnava,Trnavský
Hlohovec,2197.0,18335.0,11.98,Trnava,Trnavský
Horná Krupá,87.0,407.0,21.37,Trnava,Trnavský
Horné Dubové,46.0,321.0,14.33,Trnava,Trnavský
Horné Orešany,195.0,1585.0,12.3,Trnava,Trnavský
Horné Otrokovce,65.0,734.0,8.85,Trnava,Trnavský
Horné Trhovište,29.0,499.0,5.81,Trnava,Trnavský
Horné Zelenice,57.0,545.0,10.45,Trnava,Trnavský
Hrnčiarovce nad Parnou,251.0,1865.0,13.45,Trnava,Trnavský
Jalšové,30.0,405.0,7.4,Trnava,Trnavský
Jaslovské Bohunice,171.0,1652.0,10.35,Trnava,Trnavský
Kátlovce,134.0,933.0,14.46,Trnava,Trnavský
Kľačany,74.0,842.0,8.78,Trnava,Trnavský
Koplotovce,74.0,593.0,12.47,Trnava,Trnavský
Košolná,65.0,614.0,10.58,Trnava,Trnavský
Križovany nad Dudváhom,210.0,1509.0,13.91,Trnava,Trnavský
Leopoldov,437.0,3366.0,13.01,Trnava,Trnavský
Lošonec,59.0,448.0,13.16,Trnava,Trnavský
Madunice,181.0,1738.0,10.41,Trnava,Trnavský
Majcichov,183.0,1579.0,11.58,Trnava,Trnavský
Malženice,112.0,1141.0,9.81,Trnava,Trnavský
Merašice,38.0,356.0,10.67,Trnava,Trnavský
Naháč,39.0,378.0,10.58,Trnava,Trnavský
Opoj,66.0,786.0,8.39,Trnava,Trnavský
Pastuchov,59.0,767.0,7.69,Trnava,Trnavský
Pavlice,90.0,433.0,20.78,Trnava,Trnavský
Radošovce,63.0,336.0,18.75,Trnava,Trnavský
Ratkovce,53.0,260.0,20.38,Trnava,Trnavský
Ružindol,143.0,1236.0,11.56,Trnava,Trnavský
Sasinkovo,44.0,715.0,6.15,Trnava,Trnavský
Šelpice,99.0,712.0,13.9,Trnava,Trnavský
Siladice,60.0,574.0,10.45,Trnava,Trnavský
Slovenská Nová Ves,27.0,396.0,6.81,Trnava,Trnavský
Smolenice,480.0,2768.0,17.37,Trnava,Trnavský
Špačince,226.0,2035.0,11.1,Trnava,Trnavský
Suchá nad Parnou,211.0,1634.0,12.91,Trnava,Trnavský
Šúrovce,195.0,1919.0,10.16,Trnava,Trnavský
Tekolďany,24.0,131.0,18.32,Trnava,Trnavský
Tepličky,22.0,249.0,8.83,Trnava,Trnavský
Trakovice,99.0,1203.0,8.22,Trnava,Trnavský
Trnava,7042.0,54474.0,12.94,Trnava,Trnavský
Trstín,122.0,1131.0,10.78,Trnava,Trnavský
Vlčkovce,117.0,1068.0,10.95,Trnava,Trnavský
Voderady,151.0,1149.0,13.22,Trnava,Trnavský
Zavar,219.0,1733.0,12.63,Trnava,Trnavský
Zeleneč,212.0,2184.0,9.7,Trnava,Trnavský
Žlkovce,61.0,556.0,10.97,Trnava,Trnavský
Zvončín,75.0,635.0,11.81,Trnava,Trnavský
Bánovce nad Bebravou,1770.0,15807.0,11.2,Bánovce nad Bebravou,Trenčiansky
Borčany,22.0,215.0,10.23,Bánovce nad Bebravou,Trenčiansky
Brezolupy,51.0,390.0,13.07,Bánovce nad Bebravou,Trenčiansky
Chudá Lehota,36.0,190.0,18.94,Bánovce nad Bebravou,Trenčiansky
Čierna Lehota,31.0,125.0,24.8,Bánovce nad Bebravou,Trenčiansky
Cimenná,16.0,69.0,23.18,Bánovce nad Bebravou,Trenčiansky
Dežerice,52.0,593.0,8.76,Bánovce nad Bebravou,Trenčiansky
Dolné Naštice,74.0,422.0,17.53,Bánovce nad Bebravou,Trenčiansky
Dubnička,19.0,102.0,18.62,Bánovce nad Bebravou,Trenčiansky
Dvorec,38.0,355.0,10.7,Bánovce nad Bebravou,Trenčiansky
Haláčovce,41.0,262.0,15.64,Bánovce nad Bebravou,Trenčiansky
Horné Naštice,71.0,353.0,20.11,Bánovce nad Bebravou,Trenčiansky
Krásna Ves,45.0,446.0,10.08,Bánovce nad Bebravou,Trenčiansky
Kšinná,47.0,440.0,10.68,Bánovce nad Bebravou,Trenčiansky
Libichava,19.0,125.0,15.2,Bánovce nad Bebravou,Trenčiansky
Ľutov,21.0,127.0,16.53,Bánovce nad Bebravou,Trenčiansky
Malá Hradná,34.0,306.0,11.11,Bánovce nad Bebravou,Trenčiansky
Malé Hoste,30.0,356.0,8.42,Bánovce nad Bebravou,Trenčiansky
Miezgovce,38.0,213.0,17.84,Bánovce nad Bebravou,Trenčiansky
Nedašovce,32.0,369.0,8.67,Bánovce nad Bebravou,Trenčiansky
Omastiná,10.0,36.0,27.77,Bánovce nad Bebravou,Trenčiansky
Otrhánky,59.0,337.0,17.5,Bánovce nad Bebravou,Trenčiansky
Pečeňany,30.0,360.0,8.33,Bánovce nad Bebravou,Trenčiansky
Pochabany,15.0,202.0,7.42,Bánovce nad Bebravou,Trenčiansky
Podlužany,86.0,722.0,11.91,Bánovce nad Bebravou,Trenčiansky
Pravotice,40.0,247.0,16.19,Bánovce nad Bebravou,Trenčiansky
Prusy,34.0,482.0,7.05,Bánovce nad Bebravou,Trenčiansky
Ruskovce,35.0,444.0,7.88,Bánovce nad Bebravou,Trenčiansky
Rybany,110.0,1235.0,8.9,Bánovce nad Bebravou,Trenčiansky
Šípkov,19.0,123.0,15.44,Bánovce nad Bebravou,Trenčiansky
Šišov,37.0,412.0,8.98,Bánovce nad Bebravou,Trenčiansky
Slatina nad Bebravou,41.0,369.0,11.11,Bánovce nad Bebravou,Trenčiansky
Slatinka nad Bebravou,15.0,171.0,9.35,Bánovce nad Bebravou,Trenčiansky
Timoradza,63.0,423.0,14.89,Bánovce nad Bebravou,Trenčiansky
Trebichava,18.0,43.0,41.86,Bánovce nad Bebravou,Trenčiansky
Uhrovec,179.0,1296.0,13.81,Bánovce nad Bebravou,Trenčiansky
Uhrovské Podhradie,8.0,34.0,23.52,Bánovce nad Bebravou,Trenčiansky
Veľké Chlievany,49.0,381.0,12.86,Bánovce nad Bebravou,Trenčiansky
Veľké Držkovce,76.0,549.0,13.84,Bánovce nad Bebravou,Trenčiansky
Veľké Hoste,44.0,478.0,9.2,Bánovce nad Bebravou,Trenčiansky
Vysočany,35.0,115.0,30.43,Bánovce nad Bebravou,Trenčiansky
Žitná-Radiša,36.0,401.0,8.97,Bánovce nad Bebravou,Trenčiansky
Zlatníky,54.0,573.0,9.42,Bánovce nad Bebravou,Trenčiansky
Beckov,162.0,1105.0,14.75,Nové Mesto nad Váhom,Trenčiansky
Bošáca,123.0,1109.0,11.09,Nové Mesto nad Váhom,Trenčiansky
Brestovec,52.0,778.0,6.68,Nové Mesto nad Váhom,Trenčiansky
Brezová pod Bradlom,381.0,4404.0,8.65,Nové Mesto nad Váhom,Trenčiansky
Brunovce,37.0,458.0,8.07,Nové Mesto nad Váhom,Trenčiansky
Bukovec,46.0,332.0,13.85,Nové Mesto nad Váhom,Trenčiansky
Bzince pod Javorinou,233.0,1764.0,13.2,Nové Mesto nad Váhom,Trenčiansky
Čachtice,329.0,3105.0,10.59,Nové Mesto nad Váhom,Trenčiansky
Častkovce,150.0,1007.0,15.09,Nové Mesto nad Váhom,Trenčiansky
Chvojnica,38.0,307.0,12.37,Nové Mesto nad Váhom,Trenčiansky
Dolné Srnie,93.0,792.0,11.74,Nové Mesto nad Váhom,Trenčiansky
Haluzice,17.0,56.0,30.35,Nové Mesto nad Váhom,Trenčiansky
Hôrka nad Váhom,60.0,591.0,10.15,Nové Mesto nad Váhom,Trenčiansky
Horná Streda,100.0,1122.0,8.91,Nové Mesto nad Váhom,Trenčiansky
Hrachovište,74.0,572.0,12.93,Nové Mesto nad Váhom,Trenčiansky
Hrádok,76.0,574.0,13.24,Nové Mesto nad Váhom,Trenčiansky
Hrašné,38.0,405.0,9.38,Nové Mesto nad Váhom,Trenčiansky
Jablonka,26.0,423.0,6.14,Nové Mesto nad Váhom,Trenčiansky
Kálnica,88.0,847.0,10.38,Nové Mesto nad Váhom,Trenčiansky
Kočovce,148.0,1203.0,12.3,Nové Mesto nad Váhom,Trenčiansky
Košariská,52.0,358.0,14.52,Nové Mesto nad Váhom,Trenčiansky
Kostolné,70.0,512.0,13.67,Nové Mesto nad Váhom,Trenčiansky
Krajné,141.0,1330.0,10.6,Nové Mesto nad Váhom,Trenčiansky
Lubina,138.0,1175.0,11.82,Nové Mesto nad Váhom,Trenčiansky
Lúka,70.0,539.0,12.98,Nové Mesto nad Váhom,Trenčiansky
Modrová,63.0,430.0,14.65,Nové Mesto nad Váhom,Trenčiansky
Modrovka,29.0,173.0,16.76,Nové Mesto nad Váhom,Trenčiansky
Moravské Lieskové,225.0,2080.0,10.81,Nové Mesto nad Váhom,Trenčiansky
Myjava,1071.0,10026.0,10.69,Nové Mesto nad Váhom,Trenčiansky
Nová Bošáca,80.0,935.0,8.55,Nové Mesto nad Váhom,Trenčiansky
Nová Lehota,33.0,183.0,18.03,Nové Mesto nad Váhom,Trenčiansky
Nová Ves nad Váhom,50.0,428.0,11.68,Nové Mesto nad Váhom,Trenčiansky
Nové Mesto nad Váhom,2082.0,16562.0,12.57,Nové Mesto nad Váhom,Trenčiansky
